,Lot Shape,Land Contour,House Style,Heating QC,Central Air,Bedroom AbvGr,TotRms AbvGrd,Mo Sold,Year Built,Year Remod/Add,Garage Yr Blt,Yr Sold,house_score,exter_score,fireplace_score,garage_score,kitchen_score,total_baths,basement_score,Gr Liv Area,Mas Vnr Area,Total Bsmt SF,SalePrice
1028,4,Lvl,1Story,5,Y,3,6,12,1965,1965,1965.0,2006,11,6,3,,3,2,6,1324,101.0,1088.0,160000
1029,4,Lvl,2Story,5,Y,3,7,11,2000,2000,2000.0,2007,11,6,3,,3,3,7,1690,0.0,924.0,181000
1030,3,HLS,1Story,3,Y,2,4,6,1955,1995,1963.0,2008,12,7,0,,3,1,6,825,0.0,825.0,125000
1031,4,Lvl,2Story,5,Y,4,8,5,1968,1968,1968.0,2009,12,6,0,7.0,3,2,6,1556,0.0,727.0,154000
1032,4,Lvl,2Story,5,Y,3,7,3,1993,1994,1993.0,2010,11,8,2,9.0,4,3,7,1797,0.0,1152.0,231000
1033,4,Lvl,1Story,5,Y,3,6,7,1968,1968,1968.0,2010,11,6,2,7.0,3,1,6,1056,0.0,1056.0,142000
1034,2,Lvl,2.5Fin,5,Y,4,12,6,1892,1993,1993.0,2006,19,8,6,9.0,5,3,6,3608,0.0,1107.0,475000
1035,3,HLS,1Story,5,Y,2,5,2,2005,2006,2005.0,2006,13,7,4,9.0,5,2,8,1778,473.0,1573.0,375000
1036,4,Lvl,1Story,3,Y,3,5,4,1971,1971,missing,2010,9,6,1,0.0,3,1,6,864,0.0,864.0,115000
1037,4,Lvl,1Story,5,Y,2,6,10,2004,2005,2004.0,2009,12,7,0,,4,2,7,1221,0.0,1221.0,185000
1038,4,Bnk,1.5Fin,3,Y,2,4,8,1920,1995,1920.0,2007,14,6,4,7.0,3,1,6,865,0.0,660.0,108500
1039,4,Lvl,2Story,5,Y,2,4,7,2005,2005,2005.0,2006,12,7,0,,4,3,7,1223,0.0,600.0,147400
1040,4,Lvl,2Story,5,Y,3,6,9,1999,1999,1999.0,2009,12,7,0,7.0,4,3,7,1452,218.0,691.0,156000
1041,4,Lvl,1.5Fin,4,Y,2,6,4,1915,1978,1950.0,2008,11,5,0,5.0,3,2,5,1308,0.0,880.0,120000
1042,3,Lvl,SLvl,5,Y,3,7,5,2004,2004,2004.0,2009,12,7,0,9.0,4,3,7,1374,0.0,384.0,167000
1043,4,Lvl,1Story,5,Y,2,7,5,2005,2006,2005.0,2008,12,7,4,9.0,4,2,8,1504,14.0,1346.0,191000
1044,3,HLS,SLvl,4,Y,3,7,3,1997,1997,1997.0,2007,11,6,3,9.0,3,3,7,1384,0.0,384.0,161500
1045,3,Lvl,1Story,3,Y,3,7,6,1955,1975,1955.0,2007,11,6,3,,3,1,6,1411,0.0,1204.0,130000
1046,4,Lvl,1Story,3,Y,2,5,7,1963,1963,1996.0,2007,11,6,0,7.0,3,1,6,970,0.0,970.0,132500
1047,4,Lvl,SLvl,5,Y,3,5,6,1970,1970,1979.0,2008,13,7,0,7.0,4,1,7,904,0.0,864.0,144000
1048,3,Lvl,2Story,3,Y,5,11,2,1979,1979,1979.0,2007,11,6,0,10.0,6,3,0,2233,0.0,0.0,141000
1049,4,Lvl,1Story,4,Y,3,5,10,1972,2006,1975.0,2007,12,7,0,7.0,4,1,6,875,0.0,385.0,117000
1050,4,Lvl,1.5Fin,4,N,2,5,6,1935,1982,missing,2006,14,5,0,0.0,3,1,6,754,0.0,520.0,84500
1051,3,Low,1Story,5,Y,2,6,3,1954,1994,1954.0,2008,10,6,8,9.0,4,1,7,1663,0.0,1364.0,256000
1052,4,Lvl,1Story,5,Y,2,5,7,1965,1965,1965.0,2009,11,6,0,7.0,3,1,6,925,0.0,925.0,117500
1053,3,HLS,1.5Fin,5,Y,2,7,6,1940,1950,1940.0,2009,12,8,6,7.0,3,2,5,1308,0.0,728.0,160000
1054,4,Bnk,1Story,4,Y,3,6,12,1956,1998,1956.0,2007,10,6,4,7.0,3,1,6,1375,0.0,1240.0,187000
1055,4,Lvl,2Story,5,Y,3,7,1,2003,2003,2003.0,2007,13,7,4,9.0,4,3,8,2385,280.0,1317.0,350000
1056,4,Lvl,2Story,3,Y,4,8,6,1974,1974,1982.0,2008,10,6,0,7.0,6,4,7,1792,0.0,896.0,133000
1057,4,Lvl,1Story,5,Y,4,9,8,2007,2007,2007.0,2008,13,7,5,9.0,5,3,8,2464,554.0,2418.0,417500
1058,4,Lvl,1Story,5,Y,1,7,5,2007,2007,2007.0,2009,12,7,3,,4,2,7,1569,130.0,1386.0,175900
1059,4,Lvl,1Story,5,Y,1,8,7,2009,2009,2009.0,2009,14,8,4,9.0,5,2,8,1680,242.0,1555.0,323262
1060,4,Lvl,1Story,5,Y,3,6,10,2003,2003,2003.0,2007,12,7,0,,4,2,7,1337,0.0,1337.0,185000
1061,4,Lvl,1Story,5,Y,2,4,7,1934,1950,1949.0,2006,14,6,2,7.0,3,1,6,816,0.0,816.0,129800
1062,4,Lvl,1Story,5,Y,3,7,5,2005,2005,2005.0,2010,12,7,4,,4,2,7,1541,226.0,1541.0,220000
1063,4,Lvl,1.5Fin,5,Y,3,6,7,1935,1995,1935.0,2009,11,6,0,7.0,4,1,6,1573,0.0,884.0,133000
1064,4,Lvl,1.5Fin,3,Y,4,6,8,1949,1996,1949.0,2009,11,6,0,7.0,3,2,6,1461,0.0,832.0,133500
1065,3,Lvl,1Story,3,Y,5,9,3,1976,1976,1976.0,2010,11,6,0,7.0,6,3,6,2048,0.0,1958.0,170000
1066,3,Lvl,2Story,4,Y,3,7,7,1993,1994,1993.0,2007,11,6,3,,3,3,7,1642,0.0,903.0,168000
1067,4,Lvl,2Story,5,Y,2,6,6,1922,1994,1970.0,2010,13,6,0,7.0,3,2,5,1470,0.0,738.0,140750
1068,4,Lvl,2Story,5,Y,5,7,8,1999,2003,1999.0,2007,11,6,3,9.0,3,4,7,2299,0.0,938.0,204000
1069,3,Lvl,2Story,5,Y,3,8,5,2001,2001,2001.0,2010,12,7,4,9.0,4,3,7,2035,180.0,884.0,222500
1070,3,Lvl,SFoyer,3,Y,3,6,5,1962,1962,1962.0,2006,10,6,0,7.0,3,1,6,999,0.0,925.0,134500
1071,3,Lvl,1Story,5,Y,2,6,7,2004,2004,2004.0,2007,13,7,4,9.0,4,2,7,1378,0.0,1378.0,214000
1072,4,Lvl,1.5Fin,3,Y,3,5,5,1939,1950,1939.0,2006,12,6,4,7.0,3,1,7,1118,0.0,793.0,119900
1073,4,Lvl,1Story,3,N,4,8,9,1955,1955,missing,2008,8,6,0,0.0,4,2,6,1440,270.0,1440.0,118000
1074,4,Lvl,1Story,5,Y,2,6,4,1960,2002,1960.0,2007,12,6,0,,3,1,6,1134,45.0,1010.0,135000
1075,4,Bnk,1.5Fin,4,Y,4,8,6,1923,2000,1922.0,2008,13,6,4,7.0,4,2,6,1848,0.0,833.0,207000
1076,4,Bnk,1.5Fin,2,Y,4,7,6,1925,1950,1925.0,2008,11,6,4,7.0,3,2,6,1694,0.0,1181.0,136500
1077,4,Lvl,1Story,5,Y,2,4,8,1954,2000,1954.0,2008,11,6,0,6.0,3,1,6,901,0.0,901.0,107900
1078,4,Lvl,1.5Fin,4,Y,3,6,3,1938,1950,1968.0,2007,11,6,4,7.0,3,2,6,1409,0.0,861.0,126000
1079,3,Lvl,1Story,2,Y,3,7,5,1960,1960,1960.0,2010,11,6,8,9.0,3,1,7,1656,112.0,1080.0,215000
1080,4,Lvl,2Story,5,Y,3,9,8,2007,2008,2008.0,2008,15,8,5,9.0,5,3,8,2332,272.0,1682.0,426000
1081,4,Lvl,1Story,4,Y,3,5,7,1950,2007,1950.0,2009,12,7,4,7.0,4,1,6,1113,0.0,1113.0,147000
1082,4,Lvl,1Story,5,Y,3,6,10,1916,2000,1916.0,2009,14,7,4,7.0,4,1,6,1232,0.0,816.0,147500
1083,3,Lvl,1Story,5,Y,2,7,5,2007,2007,2007.0,2008,14,8,4,9.0,5,2,8,1950,480.0,1950.0,383000
1084,4,Lvl,1Story,4,Y,3,6,6,1988,1988,1988.0,2006,12,6,3,9.0,3,2,7,1872,102.0,1845.0,241500
1085,4,Lvl,1.5Fin,5,Y,3,6,1,1914,1995,1994.0,2008,12,6,0,7.0,3,1,7,1264,0.0,676.0,147500
1086,3,HLS,2Story,5,Y,5,9,7,2005,2005,2005.0,2008,13,7,4,9.0,5,4,8,2500,130.0,1168.0,355000
1087,4,Lvl,1.5Unf,4,Y,2,5,5,1924,1950,missing,2008,11,6,0,0.0,4,1,6,784,0.0,784.0,109500
1088,4,Lvl,1Story,2,N,1,4,10,1940,1950,1965.0,2009,6,7,0,6.0,3,1,0,612,0.0,0.0,45000
1089,4,Lvl,2Story,5,Y,4,10,6,1940,1950,1940.0,2010,14,7,6,7.0,3,2,6,2403,0.0,1032.0,244400
1090,4,Lvl,1Story,3,Y,3,7,10,1953,1953,1953.0,2009,11,6,8,9.0,3,1,6,1644,238.0,1416.0,167000
1091,4,Lvl,2Story,5,Y,3,7,8,2002,2002,2002.0,2007,12,7,0,9.0,4,3,7,1729,214.0,860.0,200000
1092,3,Lvl,1Story,4,Y,2,4,1,1936,1950,1936.0,2006,8,6,0,7.0,3,1,6,879,0.0,830.0,80000
1093,4,Lvl,1Story,3,Y,2,5,4,1955,1990,1957.0,2006,12,6,0,7.0,3,1,6,864,0.0,864.0,115000
1094,4,Lvl,1Story,4,Y,2,6,5,1956,1956,1956.0,2008,11,6,4,,3,1,7,1196,74.0,1196.0,139000
1095,4,Lvl,2Story,3,Y,3,6,3,1978,1978,1978.0,2006,13,6,3,9.0,3,2,6,1400,203.0,672.0,149500
1096,4,Lvl,2Story,3,Y,4,7,10,1940,1950,1940.0,2009,9,6,4,4.0,3,1,6,1510,0.0,755.0,108000
1097,4,Lvl,2Story,3,N,3,7,8,1900,2000,missing,2008,11,6,0,0.0,6,2,0,1294,0.0,0.0,106250
1098,4,Lvl,1Story,5,Y,2,5,5,2006,2006,2006.0,2007,12,7,0,,4,2,7,1240,0.0,1240.0,194000
1099,4,Lvl,1Story,5,Y,3,6,7,1962,1962,1977.0,2006,9,6,0,7.0,3,1,6,988,51.0,988.0,129500
1100,4,Lvl,1Story,3,Y,4,8,5,1968,1968,1968.0,2007,10,6,0,7.0,6,2,6,1560,0.0,1560.0,126000
1101,4,Lvl,1Story,3,Y,3,6,6,1950,1950,1950.0,2009,10,6,0,,3,1,5,1368,0.0,1078.0,120000
1102,4,Lvl,1Story,5,Y,3,7,5,2004,2005,2004.0,2010,12,7,0,,4,2,7,1484,109.0,1473.0,213000
1103,3,Lvl,1Story,3,Y,1,4,7,1980,1980,1980.0,2006,13,7,2,9.0,4,1,7,1226,0.0,1226.0,190000
1104,3,Lvl,1Story,4,Y,3,6,7,1993,1994,1993.0,2006,12,6,3,9.0,3,2,7,1169,112.0,1160.0,183500
1105,3,Lvl,SLvl,3,Y,4,6,10,1963,1999,1963.0,2007,12,6,6,7.0,3,2,6,1651,364.0,725.0,172000
1106,4,Lvl,1Story,5,Y,2,3,5,1938,1958,1958.0,2009,10,6,4,5.0,3,1,6,816,0.0,816.0,100000
1107,4,Lvl,1Story,5,Y,3,6,2,2007,2007,2007.0,2008,13,7,0,,4,2,7,1564,212.0,1564.0,218836
1108,4,Lvl,1.5Fin,5,N,3,7,4,1905,2000,2003.0,2008,13,6,3,8.0,6,2,5,1912,0.0,482.0,163000
1109,3,Lvl,1Story,5,Y,3,6,4,2006,2006,2006.0,2007,12,7,4,,4,3,7,1525,0.0,1510.0,206580
1110,4,Lvl,2Story,5,Y,3,8,7,2005,2006,2005.0,2006,11,7,4,9.0,4,3,7,1456,0.0,728.0,163990
1111,4,Lvl,2Story,4,Y,3,7,7,1910,2004,2001.0,2006,13,6,0,7.0,3,1,4,1330,0.0,396.0,116500
1112,3,Lvl,2Story,5,Y,3,7,7,2002,2003,2002.0,2008,12,7,4,9.0,4,3,7,1720,0.0,840.0,188000
1113,3,Lvl,SFoyer,5,Y,3,6,6,1966,1966,1966.0,2007,11,6,3,9.0,3,2,6,1280,87.0,793.0,175000
1114,3,Lvl,1Story,4,Y,2,5,10,1988,1988,1988.0,2007,13,7,0,,3,2,7,1179,0.0,1166.0,182000
1115,4,Bnk,1Story,3,Y,2,5,4,1926,1980,1981.0,2007,12,8,0,,3,1,6,960,0.0,850.0,103000
1116,4,Lvl,1Story,5,Y,2,8,3,2001,2002,2001.0,2007,15,8,8,,5,3,8,2633,705.0,2633.0,466500
1117,3,Lvl,1Story,3,Y,3,6,6,1959,1998,1959.0,2009,14,7,0,7.0,4,2,6,988,0.0,988.0,149500
1118,4,Lvl,1Story,3,Y,2,4,4,1978,1978,1978.0,2007,14,6,0,7.0,3,2,7,1055,0.0,1061.0,142500
1119,4,Lvl,1Story,3,Y,3,6,4,1926,1950,1973.0,2007,10,6,0,7.0,3,1,6,1422,0.0,1290.0,136500
1120,3,Lvl,2Story,5,Y,3,5,6,1993,1994,1993.0,2006,11,6,0,7.0,3,3,7,1320,0.0,630.0,137000
1121,3,Lvl,1Story,5,Y,2,6,6,1988,1988,1988.0,2008,13,7,5,,5,2,8,1688,102.0,1675.0,226500
1122,4,Lvl,1Story,4,Y,2,5,2,1990,1990,1990.0,2010,12,6,1,7.0,4,2,7,1341,0.0,1300.0,171500
1123,3,Lvl,SLvl,4,Y,3,6,7,1976,1976,1976.0,2006,10,6,0,7.0,3,1,6,954,0.0,911.0,132500
1124,4,Lvl,1Story,2,N,2,6,5,1949,1950,1949.0,2006,7,6,0,7.0,6,2,0,1040,340.0,0.0,87500
1125,3,Lvl,2Story,5,Y,3,7,6,2001,2001,2001.0,2008,12,6,3,9.0,3,3,6,1789,513.0,858.0,223000
1126,4,Lvl,1Story,3,Y,3,7,7,1962,2005,1962.0,2008,15,8,4,,4,2,6,1537,237.0,1319.0,174000
1127,4,Lvl,1Story,5,Y,2,4,6,1951,1991,1951.0,2006,11,6,0,9.0,3,1,6,884,0.0,884.0,142000
1128,4,Lvl,1Story,5,Y,3,7,6,2006,2006,2006.0,2006,13,7,4,,4,2,8,1489,0.0,1489.0,232600
1129,4,Lvl,1Story,2,Y,3,5,1,1974,1999,1974.0,2006,12,6,2,,4,2,6,1309,99.0,1040.0,181000
1130,4,Lvl,2Story,4,Y,5,10,6,1973,1973,1973.0,2006,10,6,4,9.0,3,3,7,2521,0.0,942.0,151400
1131,3,Lvl,1Story,5,Y,3,7,5,2006,2006,2006.0,2007,13,7,4,,4,2,7,1634,248.0,1626.0,250000
1132,4,Lvl,2Story,3,Y,3,7,3,1988,1988,1988.0,2010,12,6,3,7.0,3,3,7,1714,42.0,980.0,196500
1133,4,Lvl,2.5Unf,3,Y,3,8,2,1879,1987,1950.0,2007,15,7,4,7.0,3,2,6,2454,0.0,819.0,185000
1134,4,Lvl,1Story,3,Y,3,5,8,1969,1969,1969.0,2009,11,6,0,7.0,3,1,6,1216,200.0,1216.0,113000
1135,4,HLS,1Story,5,Y,2,7,10,2007,2007,2007.0,2007,14,7,4,,4,2,7,1419,0.0,1419.0,392000
1136,3,Lvl,SFoyer,3,Y,4,4,10,1975,1975,missing,2006,11,6,0,0.0,0,2,8,980,250.0,945.0,127500
1137,4,Lvl,2Story,5,Y,3,4,9,2000,2000,2000.0,2007,11,7,0,7.0,4,3,7,1573,216.0,756.0,177000
1138,4,Lvl,2Story,5,Y,4,9,6,2004,2004,2004.0,2007,11,7,4,,4,3,7,2443,353.0,1158.0,265000
1139,3,Lvl,2Story,5,Y,3,8,6,1998,1998,1998.0,2007,13,8,6,,4,3,8,2362,0.0,1220.0,312500
1140,4,Lvl,2.5Unf,4,Y,3,9,7,1893,2000,1988.0,2008,19,10,4,8.0,4,4,6,2775,0.0,1237.0,325000
1141,3,Low,1Story,4,Y,2,6,4,1980,1980,1980.0,2009,16,8,8,,4,2,8,2014,115.0,2014.0,275000
1142,3,Lvl,2Story,5,Y,4,9,6,1995,1995,1995.0,2007,12,7,3,,4,3,7,2520,290.0,1203.0,290000
1143,3,Lvl,1Story,5,Y,3,7,4,1974,2002,1974.0,2010,12,7,4,9.0,3,2,6,1494,250.0,1208.0,169000
1144,4,Lvl,1Story,4,Y,2,4,6,1921,1950,1921.0,2006,12,6,0,7.0,3,1,6,616,0.0,616.0,89000
1145,3,Lvl,2Story,4,Y,3,7,5,1998,1998,1998.0,2010,11,6,4,9.0,3,3,7,1465,0.0,789.0,180400
1146,3,Lvl,1Story,5,Y,3,7,10,2003,2004,2003.0,2009,13,7,4,,4,2,7,1629,296.0,3206.0,284000
1147,4,Lvl,1Story,5,Y,2,5,7,1958,1958,1958.0,2007,10,6,0,,3,1,6,912,1.0,912.0,114500
1148,4,Lvl,1Story,5,Y,3,7,7,2005,2006,2005.0,2006,12,7,0,,4,2,7,1552,196.0,1552.0,212900
1149,2,Lvl,1Story,5,Y,3,6,6,2001,2002,2001.0,2009,12,7,0,,4,2,7,1430,0.0,1413.0,187100
1150,4,Lvl,2Story,4,Y,2,5,6,1999,1999,1999.0,2007,11,6,2,7.0,3,3,7,1458,1129.0,729.0,176000
1151,3,Lvl,1Story,5,Y,3,7,9,1968,1968,1968.0,2007,12,6,8,,3,2,7,1488,0.0,1488.0,215000
1152,4,Lvl,2Story,5,Y,3,6,9,2004,2004,2004.0,2008,12,7,0,,4,3,7,1582,0.0,770.0,185900
1153,4,Lvl,1Story,3,Y,3,5,11,1970,1970,1989.0,2009,10,6,0,7.0,4,1,6,864,0.0,864.0,120500
1154,1,Lvl,2Story,5,Y,4,7,7,2005,2005,2005.0,2006,10,7,4,9.0,3,3,8,1838,0.0,732.0,192140
1155,4,Lvl,1Story,5,Y,3,5,10,1982,2008,1982.0,2008,14,8,5,7.0,4,1,6,816,0.0,816.0,130500
1156,4,Lvl,1.5Fin,3,N,4,9,4,1945,1950,1945.0,2009,7,6,0,7.0,3,2,0,1529,0.0,0.0,98000
1157,4,Lvl,1Story,5,Y,3,7,6,2008,2008,2008.0,2008,14,7,8,,5,2,7,2276,554.0,2271.0,475000
1158,4,Lvl,1Story,4,Y,2,6,11,1920,1950,1920.0,2007,7,5,0,3.0,3,1,3,1077,0.0,961.0,67000
1159,4,Lvl,2Story,5,Y,3,8,11,2007,2007,2007.0,2007,13,7,4,9.0,5,2,8,2161,300.0,1582.0,325624
1160,3,Lvl,1Story,5,Y,1,4,7,2002,2002,2002.0,2007,12,7,4,,4,2,7,1409,0.0,1409.0,245000
1161,4,Lvl,1Story,5,Y,3,6,6,2004,2004,2004.0,2008,10,6,0,7.0,4,2,6,1114,0.0,1114.0,159000
1162,4,Lvl,1Story,3,Y,3,6,6,1965,1965,1965.0,2007,12,6,0,,3,2,6,1073,168.0,1073.0,156000
1163,4,Lvl,1Story,5,Y,2,10,4,2008,2008,2008.0,2009,15,8,8,9.0,5,2,8,2402,200.0,3094.0,555000
1164,3,Lvl,1Story,3,Y,3,6,6,1984,1984,1984.0,2008,12,6,0,7.0,3,2,7,1232,0.0,1232.0,162500
1165,4,Lvl,SFoyer,4,Y,2,8,4,1993,1993,1993.0,2006,14,8,0,7.0,8,2,7,1440,0.0,1344.0,224500
1166,3,Lvl,1Story,4,Y,3,6,7,1950,1950,1950.0,2008,11,6,3,,3,3,6,1488,44.0,1488.0,133000
1167,4,Lvl,2Story,5,Y,3,8,7,2003,2003,2003.0,2006,12,7,4,9.0,4,3,7,1509,0.0,783.0,180000
1168,4,Lvl,1Story,4,Y,3,6,7,1982,2005,1982.0,2008,11,6,0,7.0,4,1,6,845,0.0,845.0,134500
1169,2,HLS,2Story,5,Y,3,10,10,2006,2006,2006.0,2006,15,8,4,9.0,4,4,8,2945,1031.0,1410.0,438780
1170,3,Lvl,SLvl,4,Y,3,6,12,1962,1962,1962.0,2008,11,6,4,,3,1,7,1431,305.0,1099.0,165000
1171,4,Lvl,1Story,3,Y,3,5,7,1967,1967,1967.0,2009,10,6,0,,3,1,6,892,60.0,892.0,100000
1172,3,Lvl,1Story,4,Y,3,5,8,1960,1960,1960.0,2009,13,6,8,7.0,3,2,6,1329,128.0,1329.0,176000
1173,4,Lvl,1Story,3,Y,3,6,7,1955,1974,1955.0,2006,9,6,4,7.0,3,2,6,1779,0.0,1763.0,170000
1174,4,Lvl,1Story,5,Y,2,7,6,2007,2007,2007.0,2009,12,7,3,9.0,4,2,7,1555,130.0,1373.0,174000
1175,4,Lvl,1.5Fin,3,Y,3,6,8,1925,1950,1985.0,2008,12,6,4,7.0,3,2,6,1236,0.0,768.0,127000
1176,3,Lvl,2Story,5,Y,3,7,5,1999,1999,1999.0,2008,12,6,3,9.0,3,3,7,1651,0.0,831.0,185900
1177,4,Lvl,1Story,4,Y,2,4,12,1938,1996,1938.0,2009,13,6,0,7.0,3,1,5,886,0.0,190.0,91300
1178,4,Lvl,1Story,5,Y,3,7,5,2003,2003,2003.0,2006,11,7,0,,4,2,7,1700,120.0,1682.0,200000
1179,4,Lvl,1.5Fin,5,Y,3,7,1,1949,1950,1949.0,2007,12,6,4,7.0,3,2,6,1846,320.0,1040.0,143000
1180,4,Lvl,1.5Fin,5,Y,4,8,7,1958,1958,1958.0,2006,10,8,4,7.0,4,2,6,1920,0.0,1052.0,172500
1181,4,Lvl,1Story,3,Y,2,4,6,1963,1963,2002.0,2007,10,7,0,7.0,3,1,6,1088,20.0,1088.0,110000
1182,3,Lvl,1Story,3,Y,3,6,5,1957,1957,1982.0,2009,9,6,4,,3,1,6,1362,160.0,1040.0,140000
1183,3,Lvl,1Story,4,Y,3,6,3,2006,2006,2006.0,2007,11,7,4,,4,2,7,1314,0.0,1314.0,176432
1184,4,Lvl,1Story,4,Y,3,6,6,1991,1991,1991.0,2008,11,6,0,,4,2,7,1294,88.0,1278.0,179200
1185,4,Lvl,1Story,5,Y,3,6,1,2005,2007,2005.0,2007,12,7,0,,4,2,7,1274,80.0,1274.0,203000
1186,4,Lvl,1Story,5,Y,3,7,6,2007,2007,2007.0,2007,13,7,0,,4,2,7,1689,0.0,1689.0,248328
1187,3,HLS,1Story,5,Y,3,7,1,2008,2008,2008.0,2009,14,8,0,9.0,5,2,8,1641,406.0,1641.0,316500
1188,4,Lvl,1.5Fin,3,Y,2,5,1,1948,1950,1948.0,2008,12,6,4,7.0,3,1,6,1079,0.0,570.0,125600
1189,4,Lvl,1Story,4,Y,2,5,6,1959,1959,1959.0,2008,11,6,0,7.0,2,1,6,984,164.0,984.0,110000
1190,4,Lvl,1Story,4,Y,2,5,7,1920,1950,1997.0,2007,8,6,0,7.0,2,1,6,960,0.0,960.0,108500
1191,4,Bnk,1Story,3,N,2,4,6,1952,1952,1952.0,2010,10,5,0,7.0,2,1,6,1044,0.0,540.0,55993
1192,4,Lvl,1.5Fin,5,Y,3,7,6,1948,2009,1948.0,2010,12,7,4,7.0,4,1,6,1633,0.0,1027.0,129000
1193,3,Lvl,1Story,4,Y,2,5,7,1987,1987,1987.0,2006,12,6,3,7.0,4,2,8,1137,72.0,1112.0,176000
1194,4,Lvl,1Story,2,Y,3,6,6,1963,1963,1963.0,2009,13,6,0,7.0,3,2,6,1380,295.0,1380.0,154000
1195,4,Lvl,1Story,5,Y,3,6,3,1986,1986,1986.0,2008,11,8,2,7.0,4,2,8,1256,228.0,1256.0,180000
1196,4,Lvl,1Story,3,Y,3,6,8,1976,1976,1976.0,2007,10,6,1,9.0,3,2,7,1142,0.0,1142.0,134000
1197,4,Lvl,1Story,3,Y,4,7,6,1950,2001,1950.0,2007,13,6,4,7.0,4,2,7,2158,0.0,1202.0,243000
1198,4,Lvl,1Story,5,Y,3,9,11,2002,2003,2002.0,2007,13,7,4,9.0,4,2,7,1629,236.0,1616.0,270000
1199,4,Bnk,1Story,3,Y,3,5,6,1983,1983,1983.0,2007,11,7,0,7.0,3,2,6,1080,0.0,1084.0,134000
1200,4,Low,2Story,5,Y,4,9,4,1993,1993,1993.0,2009,12,7,3,,4,3,7,2646,256.0,1347.0,260000
1201,4,Lvl,2Story,4,Y,3,7,5,2006,2006,2006.0,2007,12,7,4,,4,3,7,1491,0.0,738.0,168675
1202,3,Lvl,SLvl,4,Y,3,7,3,1994,1994,1994.0,2007,11,6,3,9.0,3,3,7,1694,32.0,392.0,160000
1203,4,Lvl,1.5Fin,4,Y,3,5,9,1890,1996,missing,2008,14,6,0,0.0,4,1,5,1080,0.0,684.0,95000
1204,3,Lvl,2Story,5,Y,3,7,7,2005,2006,2005.0,2009,11,7,4,9.0,4,3,7,1422,0.0,704.0,173000
1205,4,Lvl,1Story,5,Y,2,5,8,2006,2006,2006.0,2006,12,7,4,,4,2,8,1301,0.0,1293.0,187750
1206,3,Lvl,2Story,4,Y,3,7,11,1986,1991,1986.0,2008,13,7,3,9.0,3,3,7,2093,123.0,791.0,215000
1207,3,Lvl,1Story,4,Y,3,6,3,1967,1967,1967.0,2008,10,6,0,,3,1,6,1073,340.0,1073.0,120000
1208,4,Lvl,1Story,5,Y,3,7,4,2005,2006,2005.0,2007,12,7,4,,4,2,8,1506,143.0,1494.0,249000
1209,4,Lvl,1Story,4,Y,3,7,4,1967,1967,1967.0,2006,13,6,0,,3,2,6,1334,264.0,1334.0,164500
1210,3,Lvl,1Story,4,Y,2,5,11,1986,1986,1986.0,2006,12,7,0,,4,2,0,1295,0.0,0.0,230000
1211,3,Lvl,2Story,4,N,3,6,9,1929,1990,1979.0,2007,13,6,4,7.0,4,2,6,1344,0.0,672.0,140000
1212,4,Lvl,1Story,3,Y,2,4,9,1952,1952,1952.0,2009,12,7,0,7.0,3,1,7,732,0.0,732.0,118900
1213,4,Lvl,1Story,5,Y,3,6,6,2008,2008,2008.0,2009,13,7,4,,4,2,7,1468,0.0,1468.0,239900
1214,4,Lvl,1Story,4,Y,2,4,7,1975,1975,1975.0,2006,11,6,1,,3,2,7,1069,0.0,1069.0,146300
1215,4,Lvl,1Story,4,Y,3,6,6,1975,1975,1975.0,2008,11,6,0,7.0,3,1,7,1040,0.0,1040.0,124000
1216,4,Lvl,SFoyer,3,Y,3,6,3,1963,1963,1963.0,2007,10,6,0,7.0,3,1,7,999,0.0,925.0,130000
1217,4,Lvl,1Story,5,Y,3,6,12,2000,2001,2000.0,2007,12,6,0,7.0,3,2,7,1349,108.0,1349.0,179000
1218,4,Lvl,1Story,5,Y,3,5,5,1990,1990,1990.0,2009,12,6,0,,3,2,7,1442,0.0,1424.0,180500
1219,4,Lvl,1Story,3,Y,2,4,6,1945,1950,1945.0,2010,10,7,0,7.0,3,1,6,747,0.0,747.0,80000
1220,4,Lvl,1Story,5,Y,3,7,5,2008,2009,2008.0,2009,13,7,4,9.0,5,2,7,1578,194.0,1573.0,287090
1221,4,Lvl,1Story,4,Y,2,4,12,1956,1956,1956.0,2008,10,6,0,7.0,3,1,0,882,0.0,0.0,97000
1222,4,Lvl,1Story,5,Y,2,5,5,2002,2002,2002.0,2006,12,7,3,9.0,4,2,7,1511,40.0,1368.0,246990
1223,4,Lvl,1Story,2,Y,3,6,3,1964,1964,1964.0,2007,12,6,3,7.0,3,1,6,1128,138.0,1302.0,154204
1224,3,Lvl,1Story,5,Y,3,6,4,1958,2001,1958.0,2008,14,6,4,,3,2,6,1312,125.0,1312.0,186000
1225,4,Lvl,2Story,3,Y,3,6,12,1972,1972,1972.0,2008,10,6,0,7.0,3,3,6,1302,356.0,630.0,111750
1226,4,HLS,1Story,5,Y,3,10,6,2003,2004,2003.0,2010,14,8,8,9.0,5,3,8,2696,1095.0,2846.0,500000
1227,3,Lvl,2Story,5,Y,3,6,3,2007,2007,2007.0,2008,12,7,4,9.0,4,3,7,1356,0.0,628.0,177439
1228,3,Lvl,2Story,5,Y,3,10,7,2008,2008,2008.0,2009,14,8,4,9.0,5,3,8,2184,154.0,1104.0,335000
